Ligand,Binding Affinity,rmsd/ub, rmsd/lb
4NN5_DB12129_uff_E=541.22,-6.4,9.529,7.551
4NN5_DB14086_uff_E=179.70,-6.4,5.964,3.795
4NN5_DB00269_uff_E=442.08,-6.3,0,0
4NN5_DB00269_uff_E=442.08,-6.3,6.933,1.642
4NN5_DB00323_uff_E=168.02,-6.3,4.76,3.14
4NN5_DB00323_uff_E=168.02,-6.3,6.148,3.827
4NN5_DB00323_uff_E=168.02,-6.3,6.968,4.37
4NN5_DB00342_uff_E=356.15,-6.3,5.179,2.074
4NN5_DB00447_uff_E=956.41,-6.3,6.705,4.384
4NN5_DB00447_uff_E=956.41,-6.3,6.074,4.313
4NN5_DB00679_uff_E=278.46,-6.3,6.634,2.196
4NN5_DB00679_uff_E=294.82,-6.3,6.934,2.377
4NN5_DB00729_uff_E=279.08,-6.3,10.898,5.896
4NN5_DB00729_uff_E=279.08,-6.3,10.055,5.744
4NN5_DB00729_uff_E=279.08,-6.3,8.472,5.276
4NN5_DB00767_uff_E=230.92,-6.3,0,0
4NN5_DB00767_uff_E=230.92,-6.3,8.247,2.588
4NN5_DB00767_uff_E=292.75,-6.3,6.221,4.456
4NN5_DB00767_uff_E=366.22,-6.3,4.359,2.626
4NN5_DB00778_uff_E=806.07,-6.3,10.103,3.408
4NN5_DB00801_uff_E=323.96,-6.3,6.329,3.658
4NN5_DB00821_uff_E=357.33,-6.3,2.227,1.858
4NN5_DB00875_uff_E=406.34,-6.3,7.876,5.11
4NN5_DB00875_uff_E=406.34,-6.3,5.948,4.172
4NN5_DB00926_uff_E=391.31,-6.3,2.239,1.355
4NN5_DB00926_uff_E=391.31,-6.3,2.12,0.737
4NN5_DB00969_uff_E=613.67,-6.3,2.866,1.47
4NN5_DB01038_uff_E=351.67,-6.3,6.081,4.554
4NN5_DB01038_uff_E=351.67,-6.3,7.178,2.935
4NN5_DB01038_uff_E=365.31,-6.3,5.81,4.053
4NN5_DB01038_uff_E=365.31,-6.3,2.387,1.938
4NN5_DB01140_uff_E=930.58,-6.3,7.504,4.206
4NN5_DB01140_uff_E=930.58,-6.3,6.397,2.914
4NN5_DB01140_uff_E=930.58,-6.3,7.408,2.312
4NN5_DB01163_uff_E=1002.64,-6.3,0,0
4NN5_DB01163_uff_E=981.51,-6.3,0,0
4NN5_DB01228_uff_E=263.04,-6.3,0,0
4NN5_DB01231_uff_E=190.14,-6.3,0,0
4NN5_DB01420_uff_E=259.49,-6.3,4.539,2.747
4NN5_DB02383_uff_E=273.40,-6.3,0,0
4NN5_DB04812_uff_E=361.36,-6.3,2.39,1.678
4NN5_DB04812_uff_E=361.36,-6.3,4.775,4.211
4NN5_DB04812_uff_E=361.36,-6.3,7.638,6.149
4NN5_DB04812_uff_E=378.71,-6.3,8.048,5.951
4NN5_DB04817_uff_E=801.76,-6.3,0,0
4NN5_DB04817_uff_E=801.76,-6.3,2.076,1.652
4NN5_DB04828_uff_E=366.49,-6.3,0,0
4NN5_DB04833_uff_E=296.12,-6.3,0,0
4NN5_DB06230_uff_E=1452.39,-6.3,5.745,3.388
4NN5_DB06230_uff_E=1452.39,-6.3,4.688,2.776
4NN5_DB07402_uff_E=363.47,-6.3,2.546,2.142
4NN5_DB07402_uff_E=363.47,-6.3,6.013,2.031
4NN5_DB08942_uff_E=793.72,-6.3,8.557,6.237
4NN5_DB08942_uff_E=793.72,-6.3,10.528,8.627
4NN5_DB08951_uff_E=298.91,-6.3,7.941,5.944
4NN5_DB08951_uff_E=308.02,-6.3,8.91,6.703
4NN5_DB08954_uff_E=205.67,-6.3,7.263,4.959
4NN5_DB08954_uff_E=227.62,-6.3,2.7,2.179
4NN5_DB08965_uff_E=472.47,-6.3,6.091,1.533
4NN5_DB08965_uff_E=472.47,-6.3,6.031,1.792
4NN5_DB08968_uff_E=276.39,-6.3,7.266,2.89
4NN5_DB08968_uff_E=276.39,-6.3,7.383,3.071
4NN5_DB08968_uff_E=276.39,-6.3,5.863,3.058
4NN5_DB08976_uff_E=225.30,-6.3,4.435,3.589
4NN5_DB08976_uff_E=225.30,-6.3,6.326,4.805
4NN5_DB08976_uff_E=225.30,-6.3,5.717,4.448
4NN5_DB08978_uff_E=461.45,-6.3,6.822,2.862
4NN5_DB08986_uff_E=167.83,-6.3,8.269,6.274
4NN5_DB08986_uff_E=167.83,-6.3,9.933,8.39
4NN5_DB08986_uff_E=167.83,-6.3,7.806,5.683
4NN5_DB08990_uff_E=263.75,-6.3,9.065,2.243
4NN5_DB08990_uff_E=263.75,-6.3,8.113,1.603
4NN5_DB08999_uff_E=277.61,-6.3,9.812,7.565
4NN5_DB08999_uff_E=277.61,-6.3,8.345,4.953
4NN5_DB08999_uff_E=277.61,-6.3,8.402,4.078
4NN5_DB09012_uff_E=222.64,-6.3,0,0
4NN5_DB09246_uff_E=144.24,-6.3,0,0
4NN5_DB09267_uff_E=324.70,-6.3,2.953,0.675
4NN5_DB11367_uff_E=971.90,-6.3,6.814,2.956
4NN5_DB14086_uff_E=179.70,-6.3,9.762,7.089
4NN5_DB14086_uff_E=179.70,-6.3,7.844,5.468
4NN5_DB00311_uff_E=710.54,-6.2,0,0
4NN5_DB00323_uff_E=168.02,-6.2,5.25,3.345
4NN5_DB00342_uff_E=356.15,-6.2,6.759,1.577
4NN5_DB00342_uff_E=356.15,-6.2,2.296,1.389
4NN5_DB00342_uff_E=356.15,-6.2,6.699,2.362
4NN5_DB00447_uff_E=956.41,-6.2,5.991,4.502
4NN5_DB00447_uff_E=956.41,-6.2,6.703,3.431
4NN5_DB00604_uff_E=290.50,-6.2,4.789,2.454
4NN5_DB00604_uff_E=290.50,-6.2,8.01,5.543
4NN5_DB00679_uff_E=278.46,-6.2,4.888,1.675
4NN5_DB00679_uff_E=294.82,-6.2,4.134,2.007
4NN5_DB00729_uff_E=279.08,-6.2,4.773,2.486
4NN5_DB00729_uff_E=279.08,-6.2,7.059,4.337
4NN5_DB00729_uff_E=279.08,-6.2,9.285,5.512
4NN5_DB00729_uff_E=279.08,-6.2,9.035,4.582
4NN5_DB00767_uff_E=292.75,-6.2,8.537,4.332
4NN5_DB00767_uff_E=308.15,-6.2,7.874,2.339
4NN5_DB00767_uff_E=349.41,-6.2,6.094,2.272
4NN5_DB00778_uff_E=806.07,-6.2,8.561,3.561
4NN5_DB00821_uff_E=357.33,-6.2,4.641,3.546
4NN5_DB00926_uff_E=263.37,-6.2,0,0
4NN5_DB00926_uff_E=263.37,-6.2,2.74,1.522
4NN5_DB00969_uff_E=613.67,-6.2,8.661,7.809
4NN5_DB01038_uff_E=351.67,-6.2,7.46,5.221
4NN5_DB01038_uff_E=365.31,-6.2,5.247,2.348
4NN5_DB01038_uff_E=365.31,-6.2,7.122,3.873
4NN5_DB01041_uff_E=360.54,-6.2,5.014,3.208
4NN5_DB01041_uff_E=443.34,-6.2,2.006,0.367
4NN5_DB01041_uff_E=443.34,-6.2,3.472,2.876
4NN5_DB01140_uff_E=930.58,-6.2,6.998,2.416
4NN5_DB01140_uff_E=930.58,-6.2,6.482,2.923
4NN5_DB01149_uff_E=506.71,-6.2,6.371,3.299
4NN5_DB01149_uff_E=506.71,-6.2,5.331,2.54
4NN5_DB01163_uff_E=981.51,-6.2,5.469,3.793
4NN5_DB01228_uff_E=263.04,-6.2,6.441,2.901
4NN5_DB01228_uff_E=263.04,-6.2,4.639,2.873
4NN5_DB01231_uff_E=190.14,-6.2,4.2,1.424
4NN5_DB01231_uff_E=190.14,-6.2,9.193,6.77
4NN5_DB01231_uff_E=190.14,-6.2,4.154,1.198
4NN5_DB01420_uff_E=259.49,-6.2,7.103,3.782
4NN5_DB01493_uff_E=302.58,-6.2,7.964,4.055
4NN5_DB04743_uff_E=587.08,-6.2,5.623,3.011
4NN5_DB04812_uff_E=361.36,-6.2,6.957,5.305
4NN5_DB04812_uff_E=378.71,-6.2,2.987,2.732
4NN5_DB04817_uff_E=801.76,-6.2,3.465,2.589
4NN5_DB04817_uff_E=801.76,-6.2,4.717,2.226
4NN5_DB04828_uff_E=366.49,-6.2,2.374,0.731
4NN5_DB04829_uff_E=481.09,-6.2,8.64,7.212
4NN5_DB04832_uff_E=186.71,-6.2,0,0
4NN5_DB04833_uff_E=296.12,-6.2,6.198,1.611
4NN5_DB04833_uff_E=296.12,-6.2,12.191,10.224
4NN5_DB06796_uff_E=873.94,-6.2,0,0
4NN5_DB06796_uff_E=873.94,-6.2,6.606,3.022
4NN5_DB08951_uff_E=298.91,-6.2,8.647,6.571
4NN5_DB08951_uff_E=298.91,-6.2,7.576,5.449
4NN5_DB08951_uff_E=298.91,-6.2,9.27,7.029
4NN5_DB08951_uff_E=308.02,-6.2,5.815,4.712
4NN5_DB08951_uff_E=308.02,-6.2,7.617,5.488
4NN5_DB08951_uff_E=308.02,-6.2,3.086,2.095
4NN5_DB08954_uff_E=205.67,-6.2,7.555,4.547
4NN5_DB08954_uff_E=227.62,-6.2,6.696,4.622
4NN5_DB08954_uff_E=227.62,-6.2,2.052,1.294
4NN5_DB08954_uff_E=227.62,-6.2,1.603,1.266
4NN5_DB08954_uff_E=238.79,-6.2,3.939,2.16
4NN5_DB08965_uff_E=472.47,-6.2,6.002,1.66
4NN5_DB08968_uff_E=276.39,-6.2,10.733,7.676
4NN5_DB08968_uff_E=276.39,-6.2,6.259,3.281
4NN5_DB08968_uff_E=276.39,-6.2,4.797,2.1
4NN5_DB08972_uff_E=177.17,-6.2,3.906,2.264
4NN5_DB08972_uff_E=178.02,-6.2,2.984,2.154
4NN5_DB08976_uff_E=225.30,-6.2,4.285,2.762
4NN5_DB08986_uff_E=159.05,-6.2,10.763,8.471
4NN5_DB08990_uff_E=263.75,-6.2,8.158,2.06
4NN5_DB08990_uff_E=263.75,-6.2,3.741,2.108
4NN5_DB08996_uff_E=182.84,-6.2,0,0
4NN5_DB08996_uff_E=182.84,-6.2,4.019,0.151
4NN5_DB09012_uff_E=220.66,-6.2,0,0
4NN5_DB09017_uff_E=710.17,-6.2,5.63,4.181
4NN5_DB09017_uff_E=710.17,-6.2,9.971,8.231
4NN5_DB09091_uff_E=336.33,-6.2,3.466,2.112
4NN5_DB09091_uff_E=336.33,-6.2,4.33,2.898
4NN5_DB09091_uff_E=336.33,-6.2,7.478,5.088
4NN5_DB09246_uff_E=144.24,-6.2,11.077,10.147
4NN5_DB11367_uff_E=971.90,-6.2,3.71,2.936
4NN5_DB11629_uff_E=815.53,-6.2,7.29,4.985
4NN5_DB12319_uff_E=411.80,-6.2,0,0
4NN5_DB12319_uff_E=411.80,-6.2,9.955,7.967
4NN5_DB12319_uff_E=411.80,-6.2,5.814,2.839
4NN5_DB12319_uff_E=411.80,-6.2,5.898,2.851
4NN5_DB00372_uff_E=345.84,-6.1,0,0
4NN5_DB00414_uff_E=539.45,-6.1,8.901,7.012
4NN5_DB00414_uff_E=539.45,-6.1,6.092,3.997
4NN5_DB00414_uff_E=539.45,-6.1,6.575,5.637
4NN5_DB00414_uff_E=539.45,-6.1,8.508,3.761
4NN5_DB00447_uff_E=956.41,-6.1,8.766,6.347
4NN5_DB00447_uff_E=956.41,-6.1,5.482,3.71
4NN5_DB00533_uff_E=647.57,-6.1,6.888,2.962
4NN5_DB00533_uff_E=647.57,-6.1,9.284,7.227
4NN5_DB00580_uff_E=806.98,-6.1,6.075,4.558
4NN5_DB00604_uff_E=290.50,-6.1,6.592,4.626
4NN5_DB00679_uff_E=278.46,-6.1,7.052,2.567
4NN5_DB00679_uff_E=294.82,-6.1,4.872,1.93
4NN5_DB00679_uff_E=294.82,-6.1,8.151,6.319
4NN5_DB00756_uff_E=134.77,-6.1,0,0
4NN5_DB00767_uff_E=292.75,-6.1,4.642,2.81
4NN5_DB00767_uff_E=308.15,-6.1,7.596,4.478
4NN5_DB00767_uff_E=349.41,-6.1,3.37,2.089
4NN5_DB00767_uff_E=366.22,-6.1,7.306,3.902
4NN5_DB00801_uff_E=323.96,-6.1,4.98,3.931
4NN5_DB00821_uff_E=349.68,-6.1,9.352,7.846
4NN5_DB00827_uff_E=293.33,-6.1,3.337,1.794
4NN5_DB00914_uff_E=94.87,-6.1,0,0
4NN5_DB00926_uff_E=263.37,-6.1,8.023,2.884
4NN5_DB00926_uff_E=263.37,-6.1,4.328,2.236
4NN5_DB00926_uff_E=391.31,-6.1,3.434,1.707
4NN5_DB00969_uff_E=613.67,-6.1,5.567,3.488
4NN5_DB00969_uff_E=613.67,-6.1,7.452,5.956
4NN5_DB00969_uff_E=613.67,-6.1,4.082,2.725
4NN5_DB00969_uff_E=613.67,-6.1,2.66,2.218
4NN5_DB00969_uff_E=613.67,-6.1,5.869,4.138
4NN5_DB00969_uff_E=613.67,-6.1,7.267,5.495
4NN5_DB01038_uff_E=351.67,-6.1,6.92,5.084
4NN5_DB01038_uff_E=365.31,-6.1,6.786,3.259
4NN5_DB01041_uff_E=360.54,-6.1,2.456,1.819
4NN5_DB01041_uff_E=443.34,-6.1,6.159,1.881
4NN5_DB01149_uff_E=506.71,-6.1,5.599,3.437
4NN5_DB01149_uff_E=506.71,-6.1,5.346,2.783
4NN5_DB01163_uff_E=1002.64,-6.1,6.973,2.911
4NN5_DB01163_uff_E=1002.64,-6.1,6.952,3.283
4NN5_DB01186_uff_E=425.17,-6.1,0,0
4NN5_DB01228_uff_E=249.14,-6.1,0,0
4NN5_DB01230_uff_E=209.29,-6.1,0,0
4NN5_DB01231_uff_E=190.14,-6.1,9.526,6.812
4NN5_DB01239_uff_E=246.31,-6.1,0,0
4NN5_DB01388_uff_E=530.40,-6.1,0,0
4NN5_DB01388_uff_E=530.40,-6.1,5.607,2.664
4NN5_DB01493_uff_E=302.58,-6.1,6.004,3.514
4NN5_DB01493_uff_E=302.58,-6.1,7.297,5.522
4NN5_DB02383_uff_E=273.40,-6.1,2.174,1.747
4NN5_DB02383_uff_E=273.40,-6.1,7.207,4.418
4NN5_DB02383_uff_E=273.40,-6.1,6.421,3.822
4NN5_DB03585_uff_E=496.79,-6.1,0,0
4NN5_DB03585_uff_E=497.23,-6.1,6.394,2.428
4NN5_DB04743_uff_E=587.08,-6.1,5.066,3.79
4NN5_DB04743_uff_E=587.08,-6.1,6.373,2.735
4NN5_DB04812_uff_E=378.71,-6.1,4.264,3.279
4NN5_DB04816_uff_E=148.03,-6.1,4.285,3.479
4NN5_DB04816_uff_E=148.03,-6.1,4.814,3.433
4NN5_DB04816_uff_E=148.03,-6.1,3.916,2.561
4NN5_DB04817_uff_E=801.76,-6.1,2.127,1.582
4NN5_DB04821_uff_E=184.69,-6.1,4.855,2.779
4NN5_DB04828_uff_E=366.49,-6.1,5.198,3.902
4NN5_DB04829_uff_E=481.09,-6.1,9.477,7.2
4NN5_DB04829_uff_E=481.09,-6.1,6.752,2.563
4NN5_DB04829_uff_E=481.09,-6.1,11.31,8.481
4NN5_DB04831_uff_E=331.34,-6.1,0,0
4NN5_DB04832_uff_E=186.71,-6.1,2.32,1.619
4NN5_DB04833_uff_E=296.12,-6.1,10.175,8.286
4NN5_DB06796_uff_E=873.94,-6.1,5.971,1.456
4NN5_DB07402_uff_E=363.47,-6.1,6.159,3.13
4NN5_DB07402_uff_E=363.47,-6.1,7.796,4.384
4NN5_DB08951_uff_E=308.02,-6.1,10.941,10.06
4NN5_DB08951_uff_E=308.02,-6.1,4.475,2.952
4NN5_DB08954_uff_E=196.00,-6.1,5.093,2.849
4NN5_DB08954_uff_E=238.79,-6.1,2.66,2.219
4NN5_DB08972_uff_E=178.02,-6.1,10.396,9.521
4NN5_DB08972_uff_E=178.02,-6.1,4.589,2.874
4NN5_DB08986_uff_E=159.05,-6.1,9.956,7.487
4NN5_DB08990_uff_E=263.75,-6.1,4.472,2.672
4NN5_DB09007_uff_E=216.46,-6.1,0,0
4NN5_DB09007_uff_E=216.46,-6.1,4.069,2.852
4NN5_DB09017_uff_E=710.17,-6.1,8.461,6.188
4NN5_DB09017_uff_E=710.17,-6.1,8.244,6.214
4NN5_DB09091_uff_E=336.33,-6.1,4.306,2.815
4NN5_DB09091_uff_E=336.33,-6.1,8.079,5.967
4NN5_DB09246_uff_E=208.83,-6.1,2.505,1.729
4NN5_DB09267_uff_E=324.70,-6.1,3.768,2.109
4NN5_DB09267_uff_E=324.70,-6.1,4.969,2.772
4NN5_DB11367_uff_E=971.90,-6.1,6.254,4.801
4NN5_DB11367_uff_E=971.90,-6.1,2.037,1.688
4NN5_DB12319_uff_E=411.80,-6.1,2.602,1.798
4NN5_DB14086_uff_E=179.70,-6.1,9.64,7.25
4NN5_DB00323_uff_E=168.02,-6,3.778,2.651
4NN5_DB00372_uff_E=345.84,-6,4.508,2.665
4NN5_DB00414_uff_E=539.45,-6,8.988,7.094
4NN5_DB00439_uff_E=393.50,-6,5.542,3.027
4NN5_DB00439_uff_E=393.50,-6,5.045,3.505
4NN5_DB00447_uff_E=956.41,-6,5.695,4.027
4NN5_DB00533_uff_E=647.57,-6,4.267,3.094
4NN5_DB00580_uff_E=806.98,-6,4.328,3.586
4NN5_DB00604_uff_E=290.50,-6,6.333,4.153
4NN5_DB00664_uff_E=497.72,-6,0,0
4NN5_DB00679_uff_E=278.46,-6,5.32,2.681
4NN5_DB00679_uff_E=278.46,-6,4.156,2.208
4NN5_DB00679_uff_E=294.82,-6,7.021,3.102
4NN5_DB00679_uff_E=294.82,-6,5.734,3.059
4NN5_DB00767_uff_E=230.92,-6,8.205,5.038
4NN5_DB00767_uff_E=230.92,-6,7.969,3.064
4NN5_DB00767_uff_E=308.15,-6,7.674,4.748
4NN5_DB00767_uff_E=308.15,-6,6.086,3.8
4NN5_DB00767_uff_E=349.41,-6,3.618,2.015
4NN5_DB00767_uff_E=349.41,-6,5.608,2.252
4NN5_DB00767_uff_E=366.22,-6,5.976,3.282
4NN5_DB00767_uff_E=366.22,-6,6.486,3.597
4NN5_DB00801_uff_E=323.96,-6,6.779,3.459
4NN5_DB00801_uff_E=323.96,-6,7.699,5.233
4NN5_DB00801_uff_E=323.96,-6,8.861,5.988
4NN5_DB00821_uff_E=349.68,-6,8.301,7.073
4NN5_DB00821_uff_E=357.33,-6,8.546,7.115
4NN5_DB00821_uff_E=357.33,-6,6.472,3.968
4NN5_DB00827_uff_E=293.33,-6,4.196,2.752
4NN5_DB00926_uff_E=255.80,-6,0,0
4NN5_DB00926_uff_E=263.37,-6,2.652,1.296
4NN5_DB00926_uff_E=263.37,-6,8.866,5.72
4NN5_DB00926_uff_E=263.37,-6,8.092,3.449
4NN5_DB00926_uff_E=263.37,-6,4.13,1.901
4NN5_DB01038_uff_E=365.31,-6,7.817,3.518
4NN5_DB01041_uff_E=360.54,-6,10.521,8.985
4NN5_DB01041_uff_E=360.54,-6,2.399,1.817
4NN5_DB01041_uff_E=360.54,-6,9.153,7.196
4NN5_DB01041_uff_E=443.34,-6,13.03,11.038
4NN5_DB01149_uff_E=506.71,-6,5.459,2.597
4NN5_DB01149_uff_E=506.71,-6,4.956,3.308
4NN5_DB01163_uff_E=1002.64,-6,6.398,3.173
4NN5_DB01163_uff_E=1002.64,-6,6.72,3.476
4NN5_DB01178_uff_E=523.03,-6,0,0
4NN5_DB01195_uff_E=207.12,-6,0,0
4NN5_DB01195_uff_E=207.12,-6,6.717,3.701
4NN5_DB01228_uff_E=249.14,-6,4.657,3.299
4NN5_DB01228_uff_E=263.04,-6,5.033,2.369
4NN5_DB01228_uff_E=263.04,-6,8.27,5.13
4NN5_DB01231_uff_E=190.14,-6,9.424,5.987
4NN5_DB01231_uff_E=190.14,-6,2.247,1.404
4NN5_DB01231_uff_E=190.14,-6,10.117,6.713
4NN5_DB01231_uff_E=190.14,-6,8.758,6.713
4NN5_DB01239_uff_E=238.52,-6,0,0
4NN5_DB01493_uff_E=302.58,-6,8.188,5.726
4NN5_DB02383_uff_E=273.40,-6,5.631,3.417
4NN5_DB02383_uff_E=273.40,-6,8.799,7.319
4NN5_DB02383_uff_E=273.40,-6,6.546,5.084
4NN5_DB04743_uff_E=587.08,-6,4.869,2.12
4NN5_DB04743_uff_E=587.08,-6,5.647,2.8
4NN5_DB04812_uff_E=378.71,-6,7.916,6.253
4NN5_DB04816_uff_E=148.03,-6,3.745,2.748
4NN5_DB04817_uff_E=801.76,-6,2.389,1.782
4NN5_DB04831_uff_E=331.34,-6,2.337,2.036
4NN5_DB04833_uff_E=296.12,-6,6.984,3.872
4NN5_DB04833_uff_E=296.12,-6,2.456,1.722
4NN5_DB04833_uff_E=296.12,-6,5.603,3.969
4NN5_DB06796_uff_E=873.94,-6,6.69,2.515
4NN5_DB07402_uff_E=363.47,-6,7.526,4.845
4NN5_DB07402_uff_E=363.47,-6,5.239,1.946
4NN5_DB07402_uff_E=363.47,-6,5.006,2.076
4NN5_DB08951_uff_E=298.91,-6,5.79,4.363
4NN5_DB08951_uff_E=298.91,-6,4.546,3.912
4NN5_DB08951_uff_E=298.91,-6,2.956,1.891
4NN5_DB08965_uff_E=472.47,-6,2.409,1.681
4NN5_DB08965_uff_E=472.47,-6,6.765,2.553
4NN5_DB08980_uff_E=174.38,-6,0,0
4NN5_DB08986_uff_E=159.05,-6,5.854,3.404
4NN5_DB08986_uff_E=159.05,-6,6.35,4.482
4NN5_DB08996_uff_E=182.84,-6,4.712,1.735
4NN5_DB09007_uff_E=216.46,-6,5.586,3.313
4NN5_DB09091_uff_E=336.33,-6,5.702,4.091
4NN5_DB09246_uff_E=144.24,-6,10.294,9.177
4NN5_DB09246_uff_E=208.83,-6,11.625,8.263
4NN5_DB09253_uff_E=224.06,-6,0,0
4NN5_DB09267_uff_E=324.70,-6,4.143,2.526
4NN5_DB09267_uff_E=324.70,-6,3.484,2.186
4NN5_DB09267_uff_E=324.70,-6,6.278,1.747
4NN5_DB09267_uff_E=324.70,-6,4.128,2.106
4NN5_DB09267_uff_E=324.70,-6,4.794,2.385
4NN5_DB11367_uff_E=971.90,-6,2.026,1.325
4NN5_DB11367_uff_E=971.90,-6,6.527,3.129
4NN5_DB12319_uff_E=411.80,-6,3.621,2.384
4NN5_DB12319_uff_E=411.80,-6,7.756,6.236
4NN5_DB14086_uff_E=179.70,-6,7.53,5.355
4NN5_DB14086_uff_E=179.70,-6,7.79,4.799
4NN5_DB14086_uff_E=179.70,-6,6.198,5.09
4NN5_DB14086_uff_E=179.70,-6,1.792,1.438
4NN5_DB00269_uff_E=442.08,-5.9,6.787,4.286
4NN5_DB00269_uff_E=442.08,-5.9,9.028,4.959
4NN5_DB00311_uff_E=710.54,-5.9,3.48,3.025
4NN5_DB00372_uff_E=345.84,-5.9,4.616,2.71
4NN5_DB00372_uff_E=345.84,-5.9,4.87,2.42
4NN5_DB00372_uff_E=345.84,-5.9,5.043,1.58
4NN5_DB00380_uff_E=197.86,-5.9,0,0
4NN5_DB00439_uff_E=393.50,-5.9,6.97,4.368
4NN5_DB00532_uff_E=243.18,-5.9,0,0
4NN5_DB00664_uff_E=497.72,-5.9,2.565,1.802
4NN5_DB00679_uff_E=278.46,-5.9,8.136,6.331
4NN5_DB00679_uff_E=278.46,-5.9,4.433,2.187
4NN5_DB00756_uff_E=134.77,-5.9,3.265,1.994
4NN5_DB00767_uff_E=230.92,-5.9,7.897,2.714
4NN5_DB00767_uff_E=292.75,-5.9,6.478,5.251
4NN5_DB00767_uff_E=366.22,-5.9,5.598,3.217
4NN5_DB00801_uff_E=323.96,-5.9,6.862,4.611
4NN5_DB00821_uff_E=349.68,-5.9,4.345,3.168
4NN5_DB00821_uff_E=357.33,-5.9,6.243,4.064
4NN5_DB00870_uff_E=314.17,-5.9,0,0
4NN5_DB00870_uff_E=314.17,-5.9,4.724,3.996
4NN5_DB00870_uff_E=319.55,-5.9,0,0
4NN5_DB00870_uff_E=319.55,-5.9,4.922,4.171
4NN5_DB00926_uff_E=263.37,-5.9,4.285,2.025
4NN5_DB00926_uff_E=391.31,-5.9,3.736,1.964
4NN5_DB01038_uff_E=365.31,-5.9,8.559,4.19
4NN5_DB01038_uff_E=365.31,-5.9,7.565,3.684
4NN5_DB01041_uff_E=443.34,-5.9,13.615,11.494
4NN5_DB01041_uff_E=443.34,-5.9,11.023,8.863
4NN5_DB01041_uff_E=443.34,-5.9,12.312,10.164
4NN5_DB01041_uff_E=443.34,-5.9,8.707,5.88
4NN5_DB01079_uff_E=343.50,-5.9,0,0
4NN5_DB01149_uff_E=506.71,-5.9,6.976,3.272
4NN5_DB01149_uff_E=506.71,-5.9,5.438,3.692
4NN5_DB01163_uff_E=1002.64,-5.9,6.748,4.301
4NN5_DB01163_uff_E=981.51,-5.9,6.349,3.88
4NN5_DB01178_uff_E=523.03,-5.9,10.075,9.097
4NN5_DB01186_uff_E=425.17,-5.9,8.552,6.358
4NN5_DB01186_uff_E=425.17,-5.9,8.818,6.635
4NN5_DB01195_uff_E=207.12,-5.9,6.755,2.846
4NN5_DB01195_uff_E=214.70,-5.9,0,0
4NN5_DB01195_uff_E=214.70,-5.9,7.608,4.751
4NN5_DB01228_uff_E=249.14,-5.9,9.17,6.211
4NN5_DB01228_uff_E=249.14,-5.9,4.572,2.385
4NN5_DB01228_uff_E=249.14,-5.9,8.953,5.925
4NN5_DB01228_uff_E=263.04,-5.9,4.274,2.547
4NN5_DB01239_uff_E=238.52,-5.9,8.474,5.224
4NN5_DB01239_uff_E=246.31,-5.9,8.069,6.725
4NN5_DB01388_uff_E=530.40,-5.9,7.378,5.265
4NN5_DB01388_uff_E=530.40,-5.9,5.766,2.979
4NN5_DB01388_uff_E=530.40,-5.9,5.288,2.663
4NN5_DB01388_uff_E=530.40,-5.9,6.866,3.557
4NN5_DB01493_uff_E=302.58,-5.9,5.325,2.861
4NN5_DB01493_uff_E=302.58,-5.9,8.768,6.681
4NN5_DB01493_uff_E=302.58,-5.9,7.043,4.693
4NN5_DB02383_uff_E=273.40,-5.9,6.351,3.69
4NN5_DB02383_uff_E=273.40,-5.9,7.274,5.47
4NN5_DB03585_uff_E=496.79,-5.9,5.846,1.877
4NN5_DB03585_uff_E=496.79,-5.9,6.689,3.005
4NN5_DB04743_uff_E=587.08,-5.9,6.451,3.021
4NN5_DB04743_uff_E=587.08,-5.9,5.612,2.913
4NN5_DB04812_uff_E=361.36,-5.9,4.956,4.112
4NN5_DB04816_uff_E=148.03,-5.9,3.744,1.972
4NN5_DB04816_uff_E=148.03,-5.9,5.231,2.145
4NN5_DB04816_uff_E=148.03,-5.9,5.193,2.522
4NN5_DB04821_uff_E=184.69,-5.9,5.897,2.865
4NN5_DB04828_uff_E=366.49,-5.9,4.263,3.311
4NN5_DB04832_uff_E=186.71,-5.9,5.5,3.154
4NN5_DB06796_uff_E=873.94,-5.9,6.248,3.015
4NN5_DB07931_uff_E=137.35,-5.9,0,0
