Ligand,Binding Affinity,rmsd/ub, rmsd/lb
4NN5_DB11625_uff_E=63.84,-4.5,4.711,1.186
4NN5_DB13167_uff_E=85.13,-4.5,3.046,2.608
4NN5_DB13178_uff_E=420.21,-4.5,0,0
4NN5_DB13178_uff_E=420.21,-4.5,2.326,0.006
4NN5_DB13178_uff_E=420.21,-4.5,3.29,0.006
4NN5_DB13178_uff_E=420.21,-4.5,4.653,0.11
4NN5_DB13178_uff_E=420.21,-4.5,3.291,0.084
4NN5_DB13178_uff_E=420.21,-4.5,2.33,0.132
4NN5_DB13178_uff_E=420.21,-4.5,3.291,0.131
4NN5_DB13178_uff_E=420.21,-4.5,3.292,0.135
4NN5_DB13178_uff_E=420.21,-4.5,4.027,0.014
4NN5_DB13858_uff_E=405.59,-4.5,2.438,1.79
4NN5_DB13858_uff_E=405.59,-4.5,2.73,1.986
4NN5_DB00463_uff_E=86.95,-4.4,4.048,2.449
4NN5_DB00856_uff_E=68.04,-4.4,4.209,3.1
4NN5_DB00856_uff_E=68.04,-4.4,11.948,10.894
4NN5_DB01107_uff_E=104.24,-4.4,1.525,1.392
4NN5_DB01107_uff_E=104.24,-4.4,3.821,1.795
4NN5_DB01107_uff_E=107.18,-4.4,10.823,8.995
4NN5_DB01107_uff_E=107.18,-4.4,3.655,1.821
4NN5_DB01463_uff_E=240.03,-4.4,4.363,2.421
4NN5_DB01550_uff_E=81.57,-4.4,11.453,9.784
4NN5_DB01550_uff_E=87.68,-4.4,3.595,2.177
4NN5_DB03783_uff_E=94.43,-4.4,12.205,10.684
4NN5_DB03783_uff_E=94.43,-4.4,11.628,11.052
4NN5_DB04818_uff_E=87.06,-4.4,10.725,9.771
4NN5_DB04830_uff_E=39.85,-4.4,12.392,11.175
4NN5_DB06243_uff_E=34.35,-4.4,0,0
4NN5_DB08946_uff_E=91.15,-4.4,5.695,3.255
4NN5_DB08946_uff_E=91.15,-4.4,4.464,3.316
4NN5_DB08946_uff_E=91.15,-4.4,8.663,7.4
4NN5_DB08952_uff_E=198.63,-4.4,3.809,2.117
4NN5_DB08985_uff_E=81.04,-4.4,2.43,2.106
4NN5_DB08985_uff_E=81.04,-4.4,5.003,2.652
4NN5_DB09004_uff_E=110.40,-4.4,4.765,2.966
4NN5_DB09004_uff_E=129.05,-4.4,4.546,3.04
4NN5_DB09004_uff_E=129.05,-4.4,5.198,3.205
4NN5_DB09004_uff_E=129.05,-4.4,3.47,2.439
4NN5_DB09004_uff_E=132.11,-4.4,2.383,1.682
4NN5_DB09004_uff_E=132.11,-4.4,5.73,3.638
4NN5_DB09088_uff_E=128.87,-4.4,10.845,9.082
4NN5_DB09088_uff_E=163.20,-4.4,6.482,3.2
4NN5_DB09248_uff_E=66.84,-4.4,12.487,12.112
4NN5_DB09248_uff_E=75.82,-4.4,12.234,11.327
4NN5_DB09248_uff_E=75.82,-4.4,2.56,1.47
4NN5_DB09250_uff_E=69.70,-4.4,4.457,2.726
4NN5_DB09250_uff_E=69.70,-4.4,1.897,1.44
4NN5_DB09250_uff_E=69.70,-4.4,3.961,3.473
4NN5_DB09251_uff_E=66.94,-4.4,2.295,1.343
4NN5_DB09251_uff_E=66.94,-4.4,4.674,3.491
4NN5_DB09251_uff_E=72.24,-4.4,2.298,1.669
4NN5_DB09251_uff_E=72.24,-4.4,1.611,1.548
4NN5_DB11148_uff_E=70.00,-4.4,6.099,4.416
4NN5_DB13167_uff_E=85.13,-4.4,8.279,7.276
4NN5_DB13858_uff_E=405.59,-4.4,8.78,6.511
4NN5_DB13858_uff_E=405.59,-4.4,7.672,3.087
4NN5_DB00793_uff_E=71.13,-4.3,4.249,3.66
4NN5_DB00793_uff_E=71.13,-4.3,6.122,3.743
4NN5_DB01031_uff_E=107.16,-4.3,4.157,3.1
4NN5_DB01031_uff_E=107.16,-4.3,2.914,2.043
4NN5_DB01107_uff_E=104.24,-4.3,10.68,9.207
4NN5_DB01107_uff_E=104.24,-4.3,4.194,2.162
4NN5_DB01107_uff_E=107.18,-4.3,3.275,2.54
4NN5_DB01550_uff_E=87.68,-4.3,2.752,1.844
4NN5_DB01550_uff_E=87.68,-4.3,4.569,2.332
4NN5_DB01556_uff_E=62.20,-4.3,2.496,1.6
4NN5_DB01556_uff_E=62.20,-4.3,2.687,2.036
4NN5_DB04819_uff_E=300.05,-4.3,2.362,1.814
4NN5_DB06243_uff_E=34.35,-4.3,2.916,2.301
4NN5_DB08952_uff_E=198.63,-4.3,3.153,1.608
4NN5_DB08952_uff_E=198.63,-4.3,5.262,3.421
4NN5_DB08952_uff_E=198.63,-4.3,2.871,2.068
4NN5_DB08985_uff_E=81.04,-4.3,5.411,3.05
4NN5_DB09004_uff_E=129.05,-4.3,3.627,2.119
4NN5_DB09004_uff_E=132.11,-4.3,3.987,2.739
4NN5_DB09004_uff_E=132.11,-4.3,4.985,3.28
4NN5_DB09004_uff_E=132.11,-4.3,4.658,2.892
4NN5_DB09248_uff_E=66.84,-4.3,4.304,3.911
4NN5_DB09248_uff_E=66.84,-4.3,10.631,9.457
4NN5_DB09250_uff_E=60.17,-4.3,9.556,8.672
4NN5_DB09250_uff_E=69.70,-4.3,11.073,9.688
4NN5_DB09251_uff_E=66.94,-4.3,1.845,1.575
4NN5_DB11148_uff_E=70.00,-4.3,11.658,10.39
4NN5_DB13858_uff_E=405.59,-4.3,3.128,2.333
4NN5_DB00397_uff_E=71.48,-4.2,11.728,10.589
4NN5_DB00397_uff_E=71.48,-4.2,10.71,9.878
4NN5_DB00431_uff_E=125.75,-4.2,0,0
4NN5_DB00431_uff_E=125.75,-4.2,4.884,2.65
4NN5_DB00677_uff_E=330.91,-4.2,0,0
4NN5_DB00793_uff_E=71.13,-4.2,5.885,4.069
4NN5_DB00793_uff_E=71.13,-4.2,4.043,2.765
4NN5_DB00793_uff_E=71.13,-4.2,4.435,2.945
4NN5_DB01031_uff_E=107.16,-4.2,3.523,2.478
4NN5_DB01107_uff_E=104.24,-4.2,4.223,2.081
4NN5_DB01107_uff_E=107.18,-4.2,4.081,1.868
4NN5_DB01107_uff_E=107.18,-4.2,4.62,2.464
4NN5_DB01107_uff_E=107.18,-4.2,4.188,2.326
4NN5_DB01556_uff_E=62.20,-4.2,4.945,3.462
4NN5_DB03783_uff_E=94.43,-4.2,6.703,5.968
4NN5_DB04830_uff_E=39.85,-4.2,11.476,9.863
4NN5_DB04830_uff_E=39.85,-4.2,11.121,10.642
4NN5_DB04830_uff_E=39.85,-4.2,1.928,1.223
4NN5_DB04830_uff_E=39.85,-4.2,11.835,10.666
4NN5_DB04830_uff_E=39.85,-4.2,11.204,10.144
4NN5_DB08999_uff_E=79.50,-4.2,0,0
4NN5_DB08999_uff_E=79.50,-4.2,1.775,0.846
4NN5_DB09249_uff_E=20.47,-4.2,1.413,1.066
4NN5_DB09250_uff_E=60.17,-4.2,10.988,9.727
4NN5_DB09250_uff_E=69.70,-4.2,10.123,8.943
4NN5_DB09251_uff_E=66.94,-4.2,4.334,3.562
4NN5_DB09251_uff_E=66.94,-4.2,1.856,1.531
4NN5_DB09251_uff_E=72.24,-4.2,11.842,10.974
4NN5_DB11148_uff_E=70.00,-4.2,12.235,10.55
4NN5_DB00397_uff_E=71.48,-4.1,11.511,10.423
4NN5_DB00397_uff_E=71.48,-4.1,12.173,11.018
4NN5_DB00397_uff_E=71.48,-4.1,11.955,10.989
4NN5_DB00431_uff_E=125.75,-4.1,4.831,2.647
4NN5_DB00431_uff_E=125.75,-4.1,2.415,1.52
4NN5_DB00431_uff_E=125.75,-4.1,4.28,1.536
4NN5_DB00431_uff_E=60.99,-4.1,0,0
4NN5_DB00431_uff_E=60.99,-4.1,2.206,1.064
4NN5_DB00793_uff_E=71.13,-4.1,2.95,1.782
4NN5_DB01107_uff_E=104.24,-4.1,3.554,2.323
4NN5_DB01556_uff_E=62.20,-4.1,4.685,3.376
4NN5_DB01556_uff_E=62.20,-4.1,11.13,10.178
4NN5_DB01556_uff_E=62.20,-4.1,12.29,11.342
4NN5_DB01556_uff_E=62.20,-4.1,12.12,10.463
4NN5_DB03783_uff_E=94.43,-4.1,11.748,11.224
4NN5_DB03783_uff_E=94.43,-4.1,12.606,10.934
4NN5_DB03783_uff_E=94.43,-4.1,11.006,10.58
4NN5_DB03783_uff_E=94.43,-4.1,12.937,11.385
4NN5_DB03783_uff_E=94.43,-4.1,13.738,12.164
4NN5_DB04830_uff_E=39.85,-4.1,7.72,6.139
4NN5_DB06243_uff_E=34.35,-4.1,3.401,2.838
4NN5_DB06243_uff_E=47.66,-4.1,4.577,3.686
4NN5_DB06243_uff_E=47.66,-4.1,1.712,1.288
4NN5_DB08999_uff_E=72.56,-4.1,0,0
4NN5_DB09249_uff_E=20.64,-4.1,0,0
4NN5_DB09249_uff_E=20.64,-4.1,4.663,3.529
4NN5_DB09251_uff_E=66.94,-4.1,4.587,3.536
4NN5_DB09251_uff_E=72.24,-4.1,2.999,2.228
4NN5_DB11148_uff_E=70.00,-4.1,3.444,2.312
4NN5_DB11148_uff_E=70.00,-4.1,11.134,9.838
4NN5_DB11148_uff_E=70.00,-4.1,10.673,9.285
4NN5_DB11148_uff_E=70.00,-4.1,2.929,1.492
4NN5_DB11148_uff_E=70.00,-4.1,2.421,1.795
4NN5_DB00431_uff_E=125.75,-4,5.165,2.312
4NN5_DB00431_uff_E=125.75,-4,3.737,1.668
4NN5_DB00431_uff_E=60.99,-4,4.734,2.598
4NN5_DB00431_uff_E=60.99,-4,9.608,8.449
4NN5_DB00431_uff_E=60.99,-4,4.53,2.546
4NN5_DB00431_uff_E=60.99,-4,5.182,2.864
4NN5_DB00793_uff_E=71.13,-4,10.254,9.254
4NN5_DB00793_uff_E=71.13,-4,4.327,2.71
4NN5_DB04830_uff_E=39.85,-4,10.898,10.362
4NN5_DB06243_uff_E=47.66,-4,2.049,1.755
4NN5_DB06243_uff_E=47.66,-4,2.717,2.438
4NN5_DB06243_uff_E=47.66,-4,5.02,4.661
4NN5_DB08969_uff_E=22.28,-4,0,0
4NN5_DB08969_uff_E=22.28,-4,4.448,0.054
4NN5_DB08969_uff_E=22.28,-4,4.466,0.053
4NN5_DB08969_uff_E=22.28,-4,1.87,0.92
4NN5_DB08999_uff_E=72.56,-4,11.431,9.791
4NN5_DB08999_uff_E=72.56,-4,2.749,1.788
4NN5_DB08999_uff_E=79.50,-4,2.214,0.968
4NN5_DB09249_uff_E=20.47,-4,2.733,1.524
4NN5_DB09249_uff_E=20.47,-4,1.945,1.508
4NN5_DB09249_uff_E=20.64,-4,4.037,2.694
4NN5_DB09249_uff_E=20.64,-4,3.934,2.257
4NN5_DB09249_uff_E=20.64,-4,3.698,2.345
4NN5_DB09249_uff_E=20.64,-4,4.053,2.586
4NN5_DB09251_uff_E=72.24,-4,5.039,3.988
4NN5_DB00189_uff_E=26.85,-3.9,0,0
4NN5_DB00189_uff_E=26.96,-3.9,0,0
4NN5_DB00397_uff_E=71.48,-3.9,12.372,11.353
4NN5_DB00431_uff_E=125.75,-3.9,3.811,2.055
4NN5_DB00431_uff_E=125.75,-3.9,3.191,2.437
4NN5_DB00431_uff_E=60.99,-3.9,5.069,3.029
4NN5_DB00431_uff_E=60.99,-3.9,9.05,7.772
4NN5_DB06243_uff_E=47.66,-3.9,3.751,3.179
4NN5_DB06243_uff_E=47.66,-3.9,9.245,8.145
4NN5_DB08999_uff_E=72.56,-3.9,11.199,10.081
4NN5_DB08999_uff_E=79.50,-3.9,3.299,2.773
4NN5_DB09249_uff_E=20.47,-3.9,12.185,11.186
4NN5_DB09249_uff_E=20.47,-3.9,3.228,1.898
4NN5_DB09249_uff_E=20.64,-3.9,9.424,8.482
4NN5_DB00189_uff_E=15.85,-3.8,0,0
4NN5_DB00189_uff_E=15.85,-3.8,11.69,10.811
4NN5_DB00189_uff_E=26.96,-3.8,11.692,10.215
4NN5_DB00189_uff_E=26.96,-3.8,2.497,2.053
4NN5_DB00431_uff_E=60.99,-3.8,4.055,1.62
4NN5_DB00677_uff_E=330.91,-3.8,4.03,1.294
4NN5_DB00677_uff_E=330.91,-3.8,3.658,2.926
4NN5_DB06243_uff_E=34.35,-3.8,2.321,2.131
4NN5_DB06243_uff_E=34.35,-3.8,4.572,3.744
4NN5_DB08969_uff_E=22.28,-3.8,4.777,3.133
4NN5_DB08999_uff_E=72.56,-3.8,11.766,10.14
4NN5_DB08999_uff_E=79.50,-3.8,11.657,9.838
4NN5_DB08999_uff_E=79.50,-3.8,4.535,2.269
4NN5_DB09249_uff_E=20.47,-3.8,2.732,2.42
4NN5_DB09249_uff_E=20.64,-3.8,5.12,3.445
4NN5_DB00189_uff_E=15.85,-3.7,11.89,10.715
4NN5_DB00189_uff_E=26.85,-3.7,11.095,9.824
4NN5_DB00189_uff_E=26.85,-3.7,11.439,10.69
4NN5_DB00189_uff_E=26.96,-3.7,12.28,11.13
4NN5_DB00189_uff_E=43.71,-3.7,0,0
4NN5_DB00677_uff_E=330.91,-3.7,2.907,2.278
4NN5_DB06243_uff_E=34.35,-3.7,3.497,2.712
4NN5_DB06243_uff_E=34.35,-3.7,6.234,5.272
4NN5_DB08969_uff_E=22.28,-3.7,4.717,3.056
4NN5_DB08999_uff_E=72.56,-3.7,10.691,8.985
4NN5_DB08999_uff_E=72.56,-3.7,11.423,9.692
4NN5_DB08999_uff_E=72.56,-3.7,10.847,9.065
4NN5_DB08999_uff_E=79.50,-3.7,11.848,10.206
4NN5_DB09249_uff_E=20.47,-3.7,11.187,10.431
4NN5_DB09249_uff_E=20.47,-3.7,2.751,2.186
4NN5_DB09249_uff_E=20.64,-3.7,2.732,1.918
4NN5_DB00189_uff_E=15.85,-3.6,11.743,10.469
4NN5_DB00189_uff_E=26.85,-3.6,11.041,10.28
4NN5_DB00189_uff_E=26.96,-3.6,11.357,10.505
4NN5_DB00189_uff_E=26.96,-3.6,11.729,10.339
4NN5_DB00189_uff_E=43.71,-3.6,3.566,2.08
4NN5_DB00189_uff_E=43.71,-3.6,3.204,2.215
4NN5_DB00677_uff_E=330.91,-3.6,4.536,2.828
4NN5_DB00677_uff_E=330.91,-3.6,4.413,2.702
4NN5_DB00677_uff_E=330.91,-3.6,3.483,2.637
4NN5_DB01494_uff_E=34.33,-3.6,0,0
4NN5_DB06243_uff_E=34.35,-3.6,3.684,3.005
4NN5_DB08969_uff_E=22.28,-3.6,11.341,9.974
4NN5_DB08969_uff_E=22.28,-3.6,10.913,9.484
4NN5_DB08999_uff_E=79.50,-3.6,12.304,10.527
4NN5_DB08999_uff_E=79.50,-3.6,4.716,3.083
4NN5_DB00189_uff_E=15.85,-3.5,11.819,11.173
4NN5_DB00189_uff_E=26.85,-3.5,11.923,10.182
4NN5_DB00189_uff_E=26.85,-3.5,11.185,9.743
4NN5_DB00189_uff_E=26.96,-3.5,11.755,11.064
4NN5_DB00189_uff_E=26.96,-3.5,12.29,11.023
4NN5_DB00189_uff_E=43.71,-3.5,10.875,9.729
4NN5_DB00677_uff_E=330.91,-3.5,5.925,4.535
4NN5_DB01494_uff_E=34.33,-3.5,1.853,1.049
4NN5_DB06243_uff_E=34.35,-3.5,2.872,2.357
4NN5_DB08969_uff_E=22.28,-3.5,5.164,2.462
4NN5_DB08999_uff_E=72.56,-3.5,10.863,9.182
4NN5_DB00189_uff_E=15.85,-3.4,3.407,2.572
4NN5_DB00189_uff_E=15.85,-3.4,10.571,9.925
4NN5_DB00189_uff_E=26.85,-3.4,10.159,9.053
4NN5_DB00189_uff_E=26.85,-3.4,3.528,2.256
4NN5_DB00189_uff_E=26.96,-3.4,12.151,10.755
4NN5_DB00189_uff_E=43.71,-3.4,3.446,2.21
4NN5_DB00677_uff_E=330.91,-3.4,6.909,5.707
4NN5_DB01494_uff_E=34.33,-3.4,1.573,1.083
4NN5_DB04827_uff_E=16.75,-3.4,0,0
4NN5_DB00189_uff_E=15.85,-3.3,12.201,11.506
4NN5_DB00189_uff_E=15.85,-3.3,10.518,9.621
4NN5_DB00189_uff_E=26.85,-3.3,11.619,11.036
4NN5_DB00189_uff_E=43.71,-3.3,3.962,3.09
4NN5_DB00189_uff_E=43.71,-3.3,10.67,9.494
4NN5_DB00189_uff_E=43.71,-3.3,4.203,2.141
4NN5_DB00189_uff_E=43.71,-3.2,2.069,1.572
4NN5_DB01494_uff_E=34.33,-3.2,1.628,1.138
4NN5_DB01494_uff_E=34.33,-3.2,3.031,2.657
4NN5_DB04827_uff_E=16.75,-3.2,2.373,1.886
4NN5_DB04827_uff_E=16.75,-3.2,10.143,9.576
4NN5_DB09348_uff_E=578.53,-3.2,0,0
4NN5_DB01494_uff_E=34.33,-3.1,3.209,2.683
4NN5_DB01494_uff_E=34.33,-3,3.822,2.98
4NN5_DB01494_uff_E=34.33,-3,3.911,3.307
4NN5_DB04827_uff_E=16.75,-3,3.002,1.94
4NN5_DB09348_uff_E=578.53,-3,2.152,1.026
4NN5_DB01494_uff_E=34.33,-2.9,5.153,4.39
4NN5_DB04827_uff_E=16.75,-2.9,2.902,2.469
4NN5_DB09348_uff_E=578.53,-2.9,2.136,1.851
4NN5_DB04827_uff_E=16.75,-2.8,2.511,2.246
4NN5_DB04827_uff_E=16.75,-2.8,8.968,8.768
4NN5_DB04827_uff_E=16.75,-2.7,4.556,3.589
4NN5_DB04827_uff_E=16.75,-2.7,4.071,3.628
4NN5_DB09348_uff_E=578.53,-2.7,11.993,11.471
4NN5_DB09348_uff_E=578.53,-2.6,12.563,11.978
4NN5_DB09348_uff_E=578.53,-2.5,6.428,6.038
4NN5_DB09348_uff_E=578.53,-2.4,2.183,1.238
4NN5_DB09348_uff_E=578.53,-2.4,12.064,11.481
4NN5_DB09348_uff_E=578.53,-2.3,11.214,10.432
